business_id,name,city,state,categories,stars,review_count,attributes,hours
3n2FIVhxAjG6fjju4wdzXw,The Bean Gallery,New Orleans,LA,"Coffee & Tea, Breakfast & Brunch, Restaurants, Bagels, Food",4.0,181,"{'BYOB': 'False', 'WiFi': ""u'free'"", 'HasTV': 'True', 'Caters': 'False', 'Alcohol': ""'none'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'NoiseLevel': ""'average'"", 'BikeParking': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'WheelchairAccessible': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True'}","{'Friday': '6:30-22:0', 'Monday': '6:30-0:0', 'Sunday': '6:30-0:0', 'Tuesday': '6:30-0:0', 'Saturday': '6:30-22:0', 'Thursday': '6:30-0:0', 'Wednesday': '6:30-0:0'}"
y5fT2Nx49cWtmQTJzkphmg,McDonald's,Boise,ID,"Food, Fast Food, Coffee & Tea, Burgers, Restaurants",2.5,16,"{'WiFi': ""u'free'"", 'HasTV': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'DriveThru': 'True', 'BikeParking': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'None', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True'}","{'Friday': '5:30-0:0', 'Monday': '5:30-0:0', 'Sunday': '6:30-0:0', 'Tuesday': '5:30-0:0', 'Saturday': '5:30-0:0', 'Thursday': '5:30-0:0', 'Wednesday': '5:30-0:0'}"
h696v2N0hcOOdsg1ebt5Ig,McDonald's,Philadelphia,PA,"Coffee & Tea, Food, Fast Food, Restaurants, Burgers",1.0,49,"{'WiFi': ""u'no'"", 'HasTV': 'True', 'Caters': 'False', 'Alcohol': ""u'none'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'DriveThru': 'False', 'BikeParking': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True'}","{'Friday': '6:0-21:0', 'Monday': '6:0-21:0', 'Sunday': '6:0-21:0', 'Tuesday': '6:0-21:0', 'Saturday': '6:0-21:0', 'Thursday': '6:0-21:0', 'Wednesday': '6:0-21:0'}"
LkmyxPN4L99fSZR76tV7CA,Della Leva Espresso Bar,Fishers,IN,"Sandwiches, Bakeries, Restaurants, Coffee & Tea, Beer, Wine & Spirits, Food, Breakfast & Brunch",4.0,119,"{'BYOB': 'False', 'WiFi': ""'free'"", 'HasTV': 'False', 'Caters': 'True', 'Alcohol': ""u'none'"", 'Corkage': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'HappyHour': 'True', 'NoiseLevel': ""u'quiet'"", 'BikeParking': 'True', 'DogsAllowed': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'WheelchairAccessible': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True'}","{'Friday': '7:0-14:0', 'Monday': '7:0-14:0', 'Sunday': '8:0-14:0', 'Tuesday': '7:0-14:0', 'Saturday': '8:0-14:0', 'Thursday': '7:0-14:0', 'Wednesday': '7:0-14:0'}"
Z1whpjCi-3RiuBPUtdK44A,Angys’s Cafe And Ice Cream Parlor,Warminster,PA,"Breakfast & Brunch, Burgers, Food, Desserts, Restaurants, Coffee & Tea, Cafes, Pizza, Ice Cream & Frozen Yogurt",4.5,22,"{'WiFi': ""u'free'"", 'HasTV': 'False', 'Caters': 'True', 'Alcohol': ""u'none'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'DogsAllowed': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'False', 'BusinessParking': 'None', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'WheelchairAccessible': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True'}","{'Friday': '8:0-15:0', 'Monday': '0:0-0:0', 'Sunday': '8:0-21:0', 'Tuesday': '8:0-21:0', 'Saturday': '8:0-14:0', 'Thursday': '8:0-21:0', 'Wednesday': '8:0-21:0'}"
4pyR9gY74U0cRWZDB9C6Cw,Dunkin',Philadelphia,PA,"Sandwiches, Food, Coffee & Tea, Breakfast & Brunch, Donuts, Restaurants",1.5,26,"{'WiFi': ""'free'"", 'HasTV': 'False', 'Caters': 'True', 'Alcohol': ""'none'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'DriveThru': 'None', 'NoiseLevel': ""'very_loud'"", 'BikeParking': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': None, 'validated': None, 'lot': None, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True'}","{'Friday': '0:0-0:0', 'Monday': '0:0-0:0', 'Sunday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Wednesday': '0:0-0:0'}"
rH0FgPdxWWhH4YFz4mempg,McDonald's,St. Louis,MO,"Burgers, Fast Food, Food, Restaurants, Coffee & Tea",1.5,39,"{'WiFi': ""'free'"", 'HasTV': 'True', 'Caters': 'False', 'Alcohol': ""'none'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'DriveThru': 'True', 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True'}","{'Friday': '6:0-23:0', 'Monday': '6:0-23:0', 'Sunday': '6:0-23:0', 'Tuesday': '6:0-23:0', 'Saturday': '6:0-23:0', 'Thursday': '6:0-23:0', 'Wednesday': '6:0-23:0'}"
LKARmHZQs4cF5_OtE196xw,HubBub Coffee,Philadelphia,PA,"Coffee & Tea, Food Trucks, Food",4.5,26,"{'WiFi': ""u'no'"", 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True'}","{'Friday': '7:0-15:0', 'Monday': '7:0-15:0', 'Tuesday': '7:0-15:0', 'Thursday': '7:0-15:0', 'Wednesday': '7:0-15:0'}"
y0_n8AHgfhIjIF3z4lRQwQ,Turning Point - Media,Media,PA,"Food, American (Traditional), Breakfast & Brunch, Coffee & Tea, Restaurants",4.0,79,"{'WiFi': ""u'free'"", 'Alcohol': ""u'none'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': None, 'divey': None, 'intimate': None, 'trendy': True, 'upscale': None, 'classy': None, 'casual': True}"", 'DogsAllowed': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': None, 'brunch': True, 'breakfast': None}"", 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': None, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True'}","{'Friday': '7:30-15:0', 'Monday': '7:30-15:0', 'Sunday': '7:30-15:0', 'Tuesday': '7:30-15:0', 'Saturday': '7:30-15:0', 'Thursday': '7:30-15:0', 'Wednesday': '7:30-15:0'}"
FWA-LNGHisJXq_UP0WfSmA,McDonald's,Edmonton,AB,"Fast Food, Burgers, Coffee & Tea, Restaurants, Food",3.0,10,"{'HasTV': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'DriveThru': 'True', 'BikeParking': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True'}","{'Friday': '0:0-0:0', 'Monday': '0:0-0:0', 'Sunday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Wednesday': '0:0-0:0'}"
vtJzY7yw636iiEH5tz3B-g,Starbucks,Carmel,IN,"Coffee & Tea, Food",3.5,21,"{'WiFi': ""u'free'"", 'Caters': 'True', 'BikeParking': 'True', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","{'Friday': '5:0-21:0', 'Monday': '5:0-21:0', 'Sunday': '6:0-20:0', 'Tuesday': '5:0-21:0', 'Saturday': '5:0-21:0', 'Thursday': '5:0-21:0', 'Wednesday': '5:0-21:0'}"
1B6S6XDoX1fWnQI0_K1b1Q,CW's Gin Joint,Tampa,FL,"Food, Coffee & Tea, Cocktail Bars, Restaurants, Sandwiches, Seafood, Bars, Nightlife",4.0,311,"{'WiFi': ""'free'"", 'HasTV': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'Caters': 'False', 'Alcohol': ""'full_bar'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': True, 'classy': True, 'casual': False}"", 'CoatCheck': 'False', 'HappyHour': 'True', 'BestNights': ""{u'monday': False, u'tuesday': True, u'wednesday': False, u'thursday': False, u'friday': True, u'saturday': True, u'sunday': False}"", 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'DogsAllowed': 'False', 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': True, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'GoodForDancing': 'True', 'OutdoorSeating': 'None', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True}"", 'ByAppointmentOnly': 'False', 'RestaurantsAttire': ""'dressy'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'None', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True'}","{'Friday': '17:0-2:0', 'Sunday': '17:0-22:0', 'Tuesday': '17:0-23:0', 'Saturday': '17:0-2:0', 'Thursday': '17:0-0:0', 'Wednesday': '17:0-23:0'}"
K2CdyUamZALB_DXQT2iU_w,Starbucks,Sahuarita,AZ,"Food, Coffee & Tea",3.0,16,"{'WiFi': ""u'free'"", 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': None, u'lot': None, u'validated': False}"", 'BusinessAcceptsCreditCards': 'True'}","{'Friday': '4:30-20:0', 'Monday': '0:0-0:0', 'Sunday': '4:30-20:0', 'Tuesday': '4:30-20:0', 'Saturday': '4:30-20:0', 'Thursday': '4:30-20:0', 'Wednesday': '4:30-20:0'}"
oT5Bidkfa7cGOp1806ryXQ,Starbucks,Indianapolis,IN,"Cafes, Restaurants, Food, Coffee & Tea",3.5,28,"{'WiFi': ""'free'"", 'Caters': 'False', 'BikeParking': 'True', 'GoodForKids': 'False', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True'}","{'Friday': '5:30-19:0', 'Monday': '5:30-19:0', 'Sunday': '6:0-19:0', 'Tuesday': '5:30-19:0', 'Saturday': '6:0-19:0', 'Thursday': '5:30-19:0', 'Wednesday': '5:30-19:0'}"
fFA6bjWbq724vB1tW4V9pQ,McDonald's,Philadelphia,PA,"Coffee & Tea, Food, Fast Food, Restaurants, Burgers",1.5,15,"{'WiFi': ""'free'"", 'HasTV': 'True', 'Caters': 'False', 'Alcohol': ""'none'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'DriveThru': 'True', 'NoiseLevel': ""'average'"", 'BikeParking': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True'}","{'Friday': '0:0-0:0', 'Monday': '0:0-0:0', 'Sunday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Wednesday': '0:0-0:0'}"
YshBHMZJhbAJ3nmjr9xUGQ,Stages Kitchen & Bar,Edmonton,AB,"Buffets, Restaurants, Coffee & Tea, Food, Canadian (New), Breakfast & Brunch, Local Flavor, Beer, Wine & Spirits",4.0,30,"{'WiFi': ""u'free'"", 'HasTV': 'True', 'Caters': 'True', 'Alcohol': ""u'full_bar'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'NoiseLevel': ""'average'"", 'BikeParking': 'False', 'DogsAllowed': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': True, 'breakfast': False}"", 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'WheelchairAccessible': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsGoodForGroups': 'True'}","{'Friday': '6:0-23:30', 'Monday': '6:0-23:30', 'Sunday': '7:0-23:30', 'Tuesday': '6:0-23:30', 'Saturday': '7:0-23:30', 'Thursday': '6:0-23:30', 'Wednesday': '6:0-23:30'}"
Qe7PItqlut81ypED4uQpiw,PJ's Coffee,New Orleans,LA,"Food, Coffee & Tea",3.0,9,"{'WiFi': ""'free'"", 'BikeParking': 'True', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True'}",
LPdiS6YE0AvFJ05O9TxtMw,Nespresso Boutique at Bloomingdales,King of Prussia,PA,"Coffee Roasteries, Restaurants, Food, Coffee & Tea, Cafes",4.5,7,"{'WiFi': ""u'free'"", 'HasTV': 'False', 'Caters': 'False', 'Alcohol': ""u'none'"", 'DogsAllowed': 'True', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'False', 'RestaurantsDelivery': 'False', 'WheelchairAccessible': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'BusinessAcceptsCreditCards': 'True'}","{'Friday': '12:0-18:0', 'Monday': '0:0-0:0', 'Sunday': '12:0-18:0', 'Tuesday': '12:0-18:0', 'Saturday': '12:0-18:0', 'Thursday': '12:0-18:0', 'Wednesday': '12:0-18:0'}"
G7g_qBWenj0McEQW1Nua3Q,Le Macaron French Pastries,Wesley Chapel,FL,"Desserts, Food, Patisserie/Cake Shop, Macarons, Coffee & Tea, Bakeries, Gelato, Specialty Food, Chocolatiers & Shops",4.5,45,"{'WiFi': ""u'no'"", 'Caters': 'True', 'HappyHour': 'False', 'BikeParking': 'True', 'DogsAllowed': 'False', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True}"", 'ByAppointmentOnly': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'WheelchairAccessible': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","{'Friday': '10:0-21:0', 'Monday': '10:45-20:0', 'Sunday': '10:0-21:15', 'Tuesday': '10:45-20:0', 'Saturday': '10:0-21:0', 'Thursday': '10:45-20:0', 'Wednesday': '10:45-20:0'}"
bxs7csQi0UWO2fgGLxoZXQ,Loon Fong 2,Pinellas Park,FL,"American (New), Vietnamese, Restaurants, Juice Bars & Smoothies, Coffee & Tea, Chinese, Bubble Tea, Food",3.5,29,"{'WiFi': ""'free'"", 'HasTV': 'True', 'Caters': 'True', 'Alcohol': ""u'beer_and_wine'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True'}","{'Friday': '10:0-22:0', 'Monday': '10:0-22:0', 'Sunday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Saturday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Wednesday': '10:0-22:0'}"
GSDxAWLxm5OtVptFVVVpOg,The Human Bean,Boise,ID,"Coffee & Tea, Food",4.5,38,"{'WiFi': ""u'free'"", 'Caters': 'True', 'DriveThru': 'True', 'BikeParking': 'True', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True'}","{'Friday': '5:0-19:0', 'Monday': '5:0-19:0', 'Sunday': '6:0-18:0', 'Tuesday': '5:0-19:0', 'Saturday': '6:0-18:0', 'Thursday': '5:0-19:0', 'Wednesday': '5:0-19:0'}"
kzHH50fET6e5nVqk8IIl5Q,Good Moo'd Creamery,Philadelphia,PA,"Ice Cream & Frozen Yogurt, Food, Desserts, Acai Bowls, Juice Bars & Smoothies, Coffee & Tea",4.0,65,"{'WiFi': ""u'free'"", 'Caters': 'False', 'BikeParking': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': True}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'WheelchairAccessible': 'False', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","{'Friday': '6:0-23:0', 'Sunday': '13:0-22:0', 'Saturday': '13:0-21:0', 'Thursday': '13:0-21:0'}"
rIPy-Q-w4hrvcdSbCakXpg,PJ's Coffee,New Orleans,LA,"Food, Coffee & Tea",4.0,94,"{'WiFi': ""u'free'"", 'Caters': 'False', 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'DogsAllowed': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'WheelchairAccessible': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True'}","{'Friday': '9:0-15:0', 'Monday': '9:0-15:0', 'Sunday': '9:0-15:0', 'Tuesday': '9:0-15:0', 'Saturday': '9:0-15:0', 'Thursday': '9:0-15:0', 'Wednesday': '9:0-15:0'}"
VI4p14GU7lf8mvztZzs9Xw,Eli's Bakery Cafe,Norristown,PA,"Bakeries, Food, Desserts, Coffee & Tea",4.5,10,"{'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","{'Friday': '5:0-22:0', 'Monday': '5:0-22:0', 'Sunday': '5:0-22:0', 'Tuesday': '5:0-22:0', 'Saturday': '5:0-22:0', 'Thursday': '5:0-22:0', 'Wednesday': '5:0-22:0'}"
FZ3759DVo6Q2Eg_wOlJ9TA,Broadcast Coffee,Boise,ID,"Coffee & Tea, Coffee Roasteries, Food",4.5,7,"{'BusinessParking': ""{u'valet': False, u'garage': False, u'street': True, u'lot': False, u'validated': False}""}",
FyuCXTESXWjQ_H44deA49Q,Coffee & 3,Gretna,LA,"Food, Donuts, Coffee & Tea, Restaurants",3.5,6,"{'WiFi': ""u'no'"", 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1'}",
tOfaMOiMrXSmTDuPjLOCuw,The Arcade Nashville,Nashville,TN,"Arts & Entertainment, Art Galleries, Restaurants, Coffee & Tea, Shopping Centers, Food, Shopping",3.5,30,"{'WiFi': ""'no'"", 'HasTV': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'NoiseLevel': ""u'loud'"", 'BikeParking': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'None', 'RestaurantsDelivery': 'None', 'WheelchairAccessible': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True'}","{'Friday': '6:0-18:0', 'Monday': '6:0-18:0', 'Tuesday': '6:0-18:0', 'Saturday': '6:0-17:30', 'Thursday': '6:0-18:0', 'Wednesday': '6:0-18:0'}"
FLxLJ4DzXRgsQSUpwe5Q1g,The Rooster Diner,Media,PA,"Food, Seafood, Diners, Italian, Coffee & Tea, American (Traditional), Sandwiches, Restaurants",4.5,5,"{'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True'}","{'Friday': '7:0-21:0', 'Monday': '7:0-21:0', 'Sunday': '7:0-21:0', 'Tuesday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Wednesday': '7:0-21:0'}"
J2MWrGso6tBzALV_UMI5RQ,Quickly Boba Cafe USF,Tampa Bay,FL,"Desserts, Coffee & Tea, Tea Rooms, Food, Bubble Tea, Specialty Food, Juice Bars & Smoothies",4.5,118,"{'WiFi': ""'free'"", 'Caters': 'True', 'DriveThru': 'False', 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'DogsAllowed': 'False', 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True'}","{'Friday': '11:0-23:0', 'Monday': '12:0-20:0', 'Sunday': '12:0-21:0', 'Tuesday': '12:0-21:0', 'Saturday': '11:0-23:0', 'Thursday': '11:0-22:0', 'Wednesday': '11:0-22:0'}"
