review_id,business_id,stars,review_date,text,useful
ixLUdKL-jXikkdaBGwFU4Q,_qgqa4X1OiMLqub1hHaMjg,5.0,2018-11-29 13:44:38,Every interaction I've had in this cafe has been a pleasant and wonderful experience! The staff is friendly and the coffee is great! They also have good food. I highly recommend it :),0
UtVu8PelPajQxT8iiW768w,_qgqa4X1OiMLqub1hHaMjg,2.0,2018-03-23 20:27:29,"I don't really get the rave reviews of this place unfortunately :/ Been here three times now, most recently just last week. Wanted to like it b/c I love the all-day dining concept, and have given it a few tries, but it really does seem like the emperor's new clothes to me. Waited at the counter while the skinny tattooed barista/server lady chatted with another employee for a few minutes. Finally turned to us, no warm welcome, and when we asked about stowing our baby stroller somewhere (it was collapsed and didn't take up much space) all she said was ""you can try... there's not much room in here."" Uh, thanks? We awkwardly tried to move a table ourselves (there were only two other tables occupied so we weren't disrupting anyone) until finally a kitchen worker who didn't speak English graciously came out and showed us we could tuck the stroller in behind the door. Maybe she should be the hostess/server instead since she was the most hospitable of the bunch! Waited 20 mins for very mediocre sandwiches. Asked for ketchup and server went to a neighboring table and took theirs to give to us. The whole experience was annoying and underwhelming.",0
AXbJIG3DCIo7r9hYn-_lKw,_qgqa4X1OiMLqub1hHaMjg,5.0,2017-12-03 16:21:04,"I enjoyed BYO dinner here celebrating a friend's birthday. Highly suggest reservations - I'm not sure if they seat walk ins. Also, the place is tiny - we were a group of 4 and I think managing anything larger than 6 would be difficult. 

Res Ipsa for dinner is intimate but relaxed. Our waitress was super friendly and attentive. We got the tasting menu so we basically tried everything they had to offer. It was a ton of food and we all left full and happy! Standouts were the cauliflower and corn starters, and the spaghetti a la vongole, but the star was the roasted chicken! The sauce was so effing gooood and the meat was juicy and tender. When our waitress came to take our plates we all raved about it, and she said their recipe is online! Sure enough, a quick google search found it! I haven't tried to make it myself yet although why would I when I can make my way over to Res Ipsa and eat it with their amazing bread.. yum. 

Essentially, come hungry and be sure to order the chicken.",3
_zAneleSYbolzmXpWZj2Nw,_qgqa4X1OiMLqub1hHaMjg,3.0,2018-12-21 00:35:17,"Context:
Got delivery for lunch

What I got:
Open Face Whitefish Sandwich (6/10)
This sandwich was fine.  I simply don't have much to say about it.  It is exactly as advertised and not much more.  It was quite filling though - much more than I expected!

Side of Potatoes (7/10)
These were great!  The flavor really came through and the potatoes seemed to be cooked very well, although they had gotten a little soggy by the time I actually had the opportunity to eat them due to delivery.  If they were still crispy, they would have been fantastic.

Caesar Salad (3/10)
I think there may have been a mistake here - one of my colleagues had also ordered the Caesar and our salads were miles apart.  First of all, my salad was lacking croutons and was nearly devoid of dressing.  It was also incredibly bitter for some reason and made it almost painful to eat.  I'm not sure if the bitterness was by intention or not, but the dearth of dressing definitely highlighted how much I noticed it.  I'm sure this salad isn't normally this bad, since most everything else was of high quality, and perhaps someone just made a mistake while preparing it.  Nevertheless, I cannot judge that hypothetical.  This was a dish I could not finish.

Final Word:
I've heard great things about Res Ipsa, but mostly pertaining to their dinner.  I will definitely look to come here again in the evening, but I am unlikely to be ordering from their lunch menu again - mostly due to the disappointing salad.",0
3DL0tczfGy8EqHoVwzuhng,_qgqa4X1OiMLqub1hHaMjg,4.0,2017-04-30 13:34:43,"I normally can't get here as I leave before it opens on weekdays, but I decided to go check it out today.

It's a very minimalist setup - even down to what's posted from the menu.  Simple and clean.  I like that.  

The breakfast sandwich had ""frittata, asiago fresco, and herb long hot spread"" and was on a house-made English muffin.  There was something a little funny about the texture of the spread, but it was overall a very unique sandwich and I enjoyed it.  I also ordered a side of potatoes, which come with salsa verde and chili oil.  The salsa verde was quite bitter and strangely crunchy, but the potatoes were cooked well and I'm not full without being in pain.

Lastly, they gave me a free coffee because I ordered a breakfast sandwich.  That is a great deal.  All three items for around $8.00.  It looks like it would be a very overpriced place because it's so chic, but I found this very fair.

I'd go again and try some of their incredible-looking savory pastries!",6
V93gBhbRFN1ZXMmGEnTqPg,_qgqa4X1OiMLqub1hHaMjg,5.0,2018-10-29 15:24:10,"I came here for dinner with friends on Saturday night.  We were a party of six and any parties of five or larger are required to do the tasting menu.  They were very upfront about this and it was a great fit for our party.  We got to try so many things.  Things came out when they were ready and the waitress was wonderful about letting us know what each dish was and  how everything was divided.  There was bread with olive oil, first course (salads), pasta course, main course, and dessert course.  At the end of the first course we were already getting so full!  The pace was very fast, faster than you would expect for this type of dinner service.  The standouts in my mind were from the pasta course, some pasta with mushrooms, was incredible, and the chicken dish from the main course.  We had a vegetarian with us and they were very accommodating and always made sure to be very clear about what dish was veg friendly.  The place was small with a great ambiance.  It is BYO and they have a pretty strict reservation policy (big pet peeve of mine) but that did not detract from the overall experience.",0
f_nSE0SRfL2SxfPZqe4rtA,_qgqa4X1OiMLqub1hHaMjg,3.0,2018-06-08 00:50:46,The food was fantastic. But the atmosphere was lacking. The noise level was so loud that we literally had to shout to the wait staff and to each other during the course of the meal. This is a shame since the acoustics should have been addressed in the restaurant design.,0
NF_7FQ0oEcELepV3h8GWUQ,_qgqa4X1OiMLqub1hHaMjg,3.0,2018-10-21 23:46:32,good coffee. their breakfast sandwich needs a cheese that melts. and winter is coming -- so please invest in to go soup containers. its a no brainer.,0
iTU8D7qkH7nxlOq2OlnE7Q,_qgqa4X1OiMLqub1hHaMjg,4.0,2017-02-25 16:57:29,"Cute little café in an area that was certainly in need of a coffee/breakfast spot. The breakfast sandwich was delicious...whatever kind of sauce they use really makes the sandwich. You get one free coffee refill if dining in, so that's a perk. 

A bit on the pricy side, but definitely a place I will hit up every now and then.",2
Uq1mN5u-r0QP3YlGN9qnhQ,_qgqa4X1OiMLqub1hHaMjg,5.0,2019-02-11 14:23:18,"I heard this was a great place but was surprised by how great it was! The food was excellent, the chef's tasting is definitely worth it to try a variety of dishes on the menu. The bucatini with monkfish was spicy and delicious! The chicken dish was beyond amazing and even the desserts were great! I'll be back!",0
mpovfHRSekqaobC8kR4C8g,_qgqa4X1OiMLqub1hHaMjg,5.0,2018-08-25 22:57:24,"Their sandwiches are so tasty! I ordered the BLT, which came with avocado and chipotle aioli. The combination of the salty and crispy bacon (which was thick enough to still carry a nice bite), freshly toasted bread, and flavorful aioli, made this one of the best sandwiches I've tasted in recent memory. And the side of potatoes that came with it was heavenly. Perfectly seasoned with oil and herbs, slightly crispy on the outside, and fluffy on the inside. 

Res Ispa, you guys really know how to make one mean samwich. I will definitely be back to taste more of your offerings.",4
7siN9OeSY_ouMfJoVfR2aA,_qgqa4X1OiMLqub1hHaMjg,1.0,2017-06-08 12:26:37,"Our very unpleasant experience literally began at the front door.  Our party of four and another party of two arrived for our 5:30 reservations at 5:25.  The staff would not open the door until  precisely 5:30.  They looked at us through the glass; we looked at them.  Apparently no one ever pointed out to them the difference between rules of reason and rules of administration.  We found it annoying but that was only the beginning of a bad night.  

We entered to the loud sound of pulsing, beating music and took our seats, some of which with their curved backs were uncomfortable and made hanging our jackets on them virtually impossible.  We asked our wait person to lower the music, which she did, marginally.  The worst part was the loud percussion and bass, both driving a steady beat.  Hardly the sort of sounds conducive to sitting down with friends for a pleasant meal.  By now we have learned the music is primarily for the benefit of the staff but this was the most offensive choice of music any of us had encountered in a long time.  We asked them to again turn the volume lower, which they did, but the beat went on and on and on.  It was completely intrusive.

As for the meal, it was very mediocre at best.  An eggplant caponata had hardly any eggplant in it.  Contemporary chefs can be expected to experiment with traditional dishes, but this was ridiculous.  Two of us ordered the caponata and both of us thought it was anything but!  One of us ordered a roasted cauliflower, which was very generous but tasteless and unimaginative.  The fourth member of our party ordered two half-portions of pasta, which arrived literally sitting in precisely half the bowl as if the pasta was spooned out initially and cut precisely in half.  It was quite odd to see but reflecting an attitude of rigidity that conformed to the rest of the evening.  BTW, after our appetizers, the wait person asked if we wanted clean silverware for our entres.  Don't ask.  Just change it.

The pastas were terrible.  Two of us ordered spaghetti al vongole.  It arrived with cheese already spread on it (an absolute no-no to say nothing of being the diner's choice, not the chef's) and was too salty.  Our friend who ordered the two half portions of pasta received one dish (the name of which escapes me) of a wide, ribbon pasta.  All of us sampled it and decided it was without question completely tasteless....as in no taste other than the pasta.  We are all reasonably sophisticated eaters (and one among us spends a month in Italy every year for more than 30 years.)  None of us could identify a single flavor other than the pasta in the dish in question.

We ordered two desserts against most of our better judgments and shared them..  The mouse was very good. 

So, we collectively ordered three appetizers, three entre-sized pastas, two half-portion pastas, and two desserts.  With tax and tip the bill was $189.  NEVER again.

BTW:  The single $ and average price of $10 listed for this restaurant would not even cover a single appetizer at dinner.  Clearly that figure is based on breakfast and not a very substantial one at that!",0
pck0d4n_3zlRQmKN14sayg,_qgqa4X1OiMLqub1hHaMjg,2.0,2018-03-04 00:42:41,"Just had my first and probably last dinner at Res Ispa Café.  The food was decently prepared and was well seasoned.  My problem was with the arrogance of the ""Chef"", who refused to let us box our left overs.  I'm sorry, but I if I can't finish what was served and what I paid for, I expect the opportunity to have it boxed so I could enjoy it later.  When I asked to have my left over boxed, I was told that the ""Chef"" wouldn't allow it. Excuse me Mr. Chef, but I've eaten at plenty of superior restaurants in Philadelphia and never had this problem.  As a result, I probably won't return since there are so many better options that are more accommodating in the city.  Seems like the Philly Mag ranking may have gone to your head.  Too bad, your restaurant has potential.",0
ayW-RjH4Q9_axp1fKt25ew,_qgqa4X1OiMLqub1hHaMjg,5.0,2018-02-19 22:44:46,"I've been following chef/ owner Tyler Akin pretty closely since he opened Stock.  This is a great extension of his focus on the highest quality ingredients and killer execution, but in a setting where you know you're not paying for overpriced decor or rent. VALUE is 100%. Its all about simplicity and letting the food speak for itself.  

As its Sicilian inspired, I order everything on the menu for a dinner for 4.

During the day, the breakfast sandwiches are insanely good and Reanimator roasts their own coffee and partnered with Tyler to bring this all day cafe to life. Definitely go!",0
U3V4d6fjdP3_OXpkPwGz_w,_qgqa4X1OiMLqub1hHaMjg,5.0,2017-04-15 01:48:58,"It's been 12 hours since I stopped here and got myself a breakfast sandwich with a side of potatoes and I haven't stopped thinking about it.

Much like walking past Karlie Kloss on a side street in Manhattan, this sandwich will haunt your thoughts on an hourly basis.

I've given up my youthful idealistic dreams of saving the world but if I can convince at least one other person to try this sandwich, then I'll have been redeemed.

My only regret is not buying two more. But now every time I drive from DC to NY, I plan on leaving at 6am just to make it here before their 11am breakfast cut-off.",5
GYE3NGlkupfDSRjx45yuSg,_qgqa4X1OiMLqub1hHaMjg,5.0,2018-09-10 16:00:43,"Best restaurant. Can't speak for breakfast/lunch but dinner was 5 stars. My party of 4 showed up to an already pushed back reservation by the restaurant--we had to wait for our table again, which was fine. They acknowledged that and gave us 3 dishes for free (we had already ordered quite a bit for the table). However, everything truly tasted great, was hot and artfully presented. Tight space but the fun atmosphere plays to that.",1
YKsfjQSFsEQWzKPu5csJcQ,_qgqa4X1OiMLqub1hHaMjg,5.0,2019-03-25 14:10:13,"I squeezed into a last minute dinner and glad I did. All of the food was delicately intentional, with surprising flavors. Each bite just made me smile. The celery root dessert was refreshingly and interesting, though could see not everyone being wild about it. The fazzoletti looked simple but every bite tasted so exciting. Most especially, I fell in love with the pear tart served with a pool of olive oil resting in a dollop of fresh whipped cream. Did not expect a pear tart to be the star of dinner, especially after loving the pasta dish. Still day dreaming of the flavors I tasted here. Will be back for sure :)",0
hHlKC63s3UiOvpv36MH24Q,_qgqa4X1OiMLqub1hHaMjg,5.0,2017-06-04 03:34:28,"Absolutely amazing breakfast sandwich. I added spinach and fennel sausage to the breakfast sandwich with a side of potatoes and a flat white. Could not fault anything, recommend to all!!",2
rtfTxVw2wmUslsrxf-VKbg,_qgqa4X1OiMLqub1hHaMjg,5.0,2019-03-25 02:26:57,"Res Ipsa was everything and more you hope for in a quintessential Philadelphia BYOB! My boyfriend and I visited for our 1 year anniversary and followed our wonderful waitress' (Mary) recommendation to do the Chef's tasting. You get to try several of their incredible dishes and it's 100% worth it in order to sample a lot of the menu and it comes out to a similar price point if you would want to split a few items with your party. Service was fantastic and the Chef even personally came out to greet us and say happy anniversary while also offering us to choose whichever dessert dish we chose. The atmosphere is simplistic by nature, which I think adds to the allure of this hidden gem! I used to stand across the street daily to catch the 42 Septa bus and always saw this building opening its doors for coffee. Highly recommend and can't say more good things about this establishment! Thank you for a wonderful evening.",0
o8UhRcaS4o4qvNDlZiNung,_qgqa4X1OiMLqub1hHaMjg,4.0,2018-06-25 18:07:34,"Four stars is about right for dinner.  Appetizers, which should be a knock-out punch, are really just good.  Pasta is among the best I've had in Philadelphia.  The service is excellent - the wait staff knows every dish and is very attentive.

But let's not kid ourselves - this is not Vernick, it's not Vetri (or even Osteria).  The menu is so limited that every single dish has to rock my world to get into that category - and it's just not quite there yet.  Also, the atmosphere for dinner is just too loud for my taste - it was hard to hear myself think.  And what's up with the upside-down appetizers?  Feels too much like a gimmick.

I'll definitely come here again, but I also hope this place evolves a bit more.  Though it isn't in the category of the restaurants I mentioned above, I'd like to see it strive to get there. It feels a bit like a teenager that just needs to grow up a bit more - and I'll be waiting with open arms when it does.",0
MK2LnunvSyn8fWIN8uGoVw,_qgqa4X1OiMLqub1hHaMjg,3.0,2019-01-21 02:14:19,"Review is for dinner only. Tried the tasting portions of all the pastas and the squid appetizer. Bread and dipping oil was provided for the table. The squid came first and was pretty tasty. Everything went downhill from there. The orechiette and gnocchi were doughy and kind of tough. A couple of the sauces had similar/overlapping flavor-profiles. A lot of things just ended up tasting strongly of parsley. The tasting portions of the pastas had a lot of variance with the portion sizes, but for the most part were overpriced for the amount of food considering that the flavors were pretty underwhelming. The music was really unnecessarily loud. Best part of the meal was probably the bread and dipping oil, which was nice with fresh oregano and crushed red pepper.",0
OQTmEkKsILoa45bPfyKo3w,_qgqa4X1OiMLqub1hHaMjg,4.0,2017-04-03 15:24:24,"Easy to miss from the street and minimalist on the inside, but that seems to be the trend in dining today. I had dinner with a few friends, and it was a tight squeeze by the time we finished up. There's no real wait area, so if you stop by when it's packed, be prepared to wait outside. 

It's BYO, which is great, and there is no corkage fee, which is greater!

We started off with the grilled octopus and the root veggies. Both were delicious, although the octopus was a bit too charred. We were guessing which veggies were which, as the textures and flavors were different on each bite. It was fun for the taste buds.

Then we shared the gnocchi, funghi, and vongole pastas. Each dish was so flavorful and perfectly cooked. The gnocchi had a kick of spice at the end. The funghi pasta was balanced and not too heavy. And the vongole had the right amount of garlic to balance the clams. My only complaint is that the portions for the pasta were quite small, even for the full-size portions. 

Great dinner overall. A nice place to pop into if you're craving solid Italian fare in the Fitler Square area.",0
GEu-_fEUFkAWuFKtpslGpw,_qgqa4X1OiMLqub1hHaMjg,5.0,2016-12-17 21:39:13,"Stopped by for lunch and had the eggplant sandwich, min-blowing.  It was amazingly fresh and perfectly prepared.  This sandwich could make me give up on hamburgers!!!  Great tea selection, friendly and knowledgeable staff...much needed addition to the Rittenhouse area scene.  Can't wait to try the rest of the menu.",1
G_YDKkIIrhyT9Zq7_THWsA,_qgqa4X1OiMLqub1hHaMjg,3.0,2019-01-01 14:57:23,"Came for NYE dinner. The meal was okay. The grilled octopus, potatoes that come as an entree side and the bread and olive oil were probably the best dishes (we ordered the whole menu minus two pasta dishes). You could tell the pasta was homemade but even the $20 larger portions were small. We did feel very rushed through our meal though. We were told upon arrival that they needed our table at 730 and we needed to order everything at once before 6pm. The other odd thing is when they called us to confirm the reservation 5 days in advance, they wanted to know which entrees we would be ordering... overall it was okay but I won't be rushing back anytime soon.",0
PVaG7cMflavZlhpT8-Z1eA,_qgqa4X1OiMLqub1hHaMjg,5.0,2018-07-24 00:42:51,"The food is incredible and very interesting- the best was a pasta special with octopus, fish stock, orange zest, and parsley. Honestly, one of my favorite meals of all time!",0
xemu10KlWGVCNFKYST6fOg,_qgqa4X1OiMLqub1hHaMjg,3.0,2018-02-25 14:01:24,"Terrific review in the Inquirer made eating here a must. That wouldn't motivate anyone reading my review. Very small place so nabbing a Sat night dinner reservation not so easy. But one of those too precious for words cooking that didn't have me digging in w gusto. Portions small but I could live w that. Not happily but what rankled was that the flavors didn't pop. Nothing revelatory, not a bite that made me ooze w pleasure. Wish it was better. 

One other caveat: bitterly cold night and our table was next to the front door. Sorry I hadn't brought a shawl.",0
y6ZB80AS7FiP6ruJnh-7CQ,_qgqa4X1OiMLqub1hHaMjg,5.0,2018-01-05 20:41:02,"My husband and I went inside to take shelter from the cold and wind and to grab a quick bite.  At first glance the menu doesn't excite but we decided to give it a try. He ordered the breakfast egg sandwich plus bacon served on a deliciously fresh English muffin with a side of roasted potatoes. I was tempted by the fried green tomatoes sandwich and the side of roasted potatoes. In sum, surprisingly scrumptious! Nice service, too.",1
tmOh10uEYLyMK04salKvXg,_qgqa4X1OiMLqub1hHaMjg,4.0,2018-04-23 20:42:05,"This place was definitely good but not the best I've had. I came with three friends and we did the thing where you order a bunch of small plates and share. We got two salads - the roasted red pepper, which was very good, and the cauliflower, which was good except that the anchovy was unevenly distributed, so we ended up with some overly fishy mouthfuls. We had the octopus, which was delightful. Good flavor, good texture. We had a few pastas: The gnocchi, which wasn't all that flavorful and the texture was a bit dense. Also, the server warned us it would be super spicy, and it definitely wasn't. I don't like spice, and I didn't think it was spicy. The bucatini with peas, which was good, especially nice for spring. And...I'm forgetting the third pasta. We did both entrees - the half chicken, which was delicious!! Really well cooked (i.e. juicy and not dry), and lots of flavor. We also did the fish, which was also super flavorful and flaked really well. I forget what we got for dessert, but I do remember being annoyed that we only got three of them for a four-person table.",1
13LDxX_sgAnAipKz0mw4VQ,_qgqa4X1OiMLqub1hHaMjg,4.0,2017-05-10 00:11:37,"Good friends recommended Res Ipsa to me, particularly for their dinners.  But they also operate as a coffee and breakfast shop earlier in the day.  None other than Craig LaBan has praised their breakfast sandwich.  So, for my last meal after a long weekend in Philly, I gave it a shot...

EGG & CHEESE: Sandwich with  fennel-cardamom sausage, frittata, asiago fresco, herb long hot spread, house English muffin ($6.50; that includes $2 extra for the sausage; other additions also available)

I have to say this was a really nice start to the day.  Although quite a bit more expensive than an Egg McMuffin, this is what you wish Micky D's was putting out.  Not many places make their own English muffins and this was excellent, although I wish it were more toasted to give the sandwich some texture.  Also, the house-made sausage and the frittata had a tendency to slide in different directions, so maybe a some changes to sandwich architecture are warranted.

Res Ipsa is a tiny, modern, minimalist space with very limited seating in front and a small kitchen behind.  I look forward to trying their dinner menu the next time I'm in Philly.  The photos on social media look amazing.

If you are in the Rittenhouse area, walk over to Res Ipsa.",9
1Ybi6PgB8HRE4-wxFnEblw,_qgqa4X1OiMLqub1hHaMjg,3.0,2019-05-30 17:29:02,"Res Ipsa is affordable and welcoming, albeit with a slightly sterile ambiance and just so-so food. You won't find your typical Starbucks-esque cafe culture here (e.g., warm mahogany tones, soft music, a feeing both relaxing and energized). Instead, Res Ipsa feels more like a hospital waiting room, with bare white walls and a somewhat somber mood. Their food options include pastries, breakfast sandwiches, and other small bites. I only tried the almond croissant, which was good, but not especially remarkable.

Overall, not my favorite cafe. But if you're looking for something simple and a more bare bones ambiance, come check out Res Ipsa - it might be right up your alley.",1
oK9-T3wI2eAklstN0tylqA,_qgqa4X1OiMLqub1hHaMjg,5.0,2016-12-28 18:40:15,"Stopped by for lunch with a group of 6 and was very impressed by both the food and the Reanimator coffee.
Best advice- order the eggplant sandwich. It honestly might be the best sandwich I've ever tasted - a pillowy fresh roll with perfectly cooked eggplant, a sweet, yet tart, tomato jam, and a juicy crunch from the arugula and pickled onions. Absolute perfection; I will literally be dreaming of this sandwich. 
The English muffin breakfast sandwich with pancetta was excellent as well (delicious pesto sauce on this), as were the variety of pastries we sampled. Staff was very friendly and helpful. And even though we had a large party, we didn't feel crowded or rushed in the cozy space. 
Bottom line - I'm very jealous of anyone who lives nearby!",2
NVYM4gjIrYa_tRZwpYclkw,_qgqa4X1OiMLqub1hHaMjg,2.0,2017-08-07 14:28:46,"I went here after it was listed in the top 50 on Bon Appetit. While the food was great, the service was abysmal and completely unacceptable for a top 50 restaurant anywhere. The waitress did not open or pour our wine, nor even come greet us, until 20min after we sat down. Our water glasses sat empty, and we waited for 30min after we had finished our main course (with all plates empty) for them to come clear the table and bring dessert. The food was very good, but the poor service clouded the evening and that's what I'll remember, rather than the meal itself. I don't think I'll rush back for dinner if they can't get the service on par with the food.",0
BKX6x4ivGgTPJavFBH9hAQ,_qgqa4X1OiMLqub1hHaMjg,4.0,2019-09-29 18:30:46,"We very much enjoyed our experience at Res Ipsa.

The restaurant is very nice, if a bit on the loud side. The Wait staff was excellent. For starters we had the ""Tomatoes"" and the ""Potatoes"". Both were good, but the ""Potatoes"" dish was excellent. For main courses we had the ""Spaghetti Alle Vongole"" and ""Orecchiette with Broccoli Rabe"". Again, both were excellent. We finished with a Chocolate Mousse with was superb. We would definitely go back.",1
YKk5ypJN33AXION2Nzllfg,_qgqa4X1OiMLqub1hHaMjg,2.0,2019-04-09 18:08:27,"Ah. I'm always surprised that this place is so popular. The food doesn't match the hype. Breakfast sandwich is so so and the breakfast sausage is heavy and greasy. Also, no gluten free options. I got sick after eating here and haven't returned since.",0
tt7ffeC--Sq24Ot6X86dSA,_qgqa4X1OiMLqub1hHaMjg,4.0,2018-02-19 14:13:42,"Great neighbourhood spot. Little overpriced but the coffee is good. Breakfast sandwich it's a bit sad looking but pretty good. 
Haven't tried lunch or dinner here but as soon as I do I will update my review.",2
U4cS5BOIinwZPZHraFnh_w,_qgqa4X1OiMLqub1hHaMjg,2.0,2019-02-09 13:57:04,"I was disappointed by the flavor and quality of their breakfast food.  Both the breakfast sandwich and the Italian Breakfast were heavy on the salt, the biscuits were average, and some parts of the meal were downright inedible. My favorite part of the meal was the potatoes that came with the sandwich, which we could also just make at home.  The food also seems overpriced given the portions are on the smaller side.  Overall, the cafe has a nice ambiance and an interesting approach to breakfast, but unfortunately I'm not a fan.",6
0E5L89NBnRyvztCzQaoGAQ,_qgqa4X1OiMLqub1hHaMjg,5.0,2018-01-28 18:35:32,"Res Ipsa is great for many reasons. First, the food. We had the cauliflower, gnocchi, strascinatti and the fazzoletti. The cauliflower was definitely one of the best I've ever had at a restaurant. The gnocchi and strascinatti were both delicious. We were not huge fans of the fazzoletti - the spicy and sweet flavoring of the sauce just didn't do it for us. 

Second, the price. We ordered 1 appetizer and 3 half pastas and spent $50 for the entire meal. It's BYOB which really helps with the cost. 

Third, it is a casual cafe during the day that turns into a delicious Italian restaurant at night. I have to imagine that this concept is a bit hard to pull off but Res Ipsa seamlessly transitions from casual to classy. I look forward to eating breakfast here sometime and highly recommend for dinner!",2
U0ezHlXm_ttPCSPRV2mGkA,_qgqa4X1OiMLqub1hHaMjg,3.0,2017-12-21 15:03:24,"Cute little cafe just off Rittenhouse area.  I stopped in for a coffee kick on the way to a meeting as I was running a bit early, and decided to get a breakfast sandwich, too.

It's small inside which doesn't seem to be a problem at 8:00am, but I'm guessing it fills up quickly around lunch or dinner.  

I ordered my coffee, debated on the sandwich for a couple of seconds, and then decided to have it ""here"" and absorb some of the atmosphere.  The young woman who took my order was quite friendly and gave good service.

I sat with my coffee and waited for my sandwich.  Even from the first sip, coffee was very good, not your commonplace coffee-chain crap (i.e., Starbucks).  After a few minutes, my breakfast sandwich was brought over to me.  

The sandwich was made by stacking a thick frittata, cheese, sausage, and fennel in between a muffin.  The sandwich was good with a spicy kick, however the egg was unevenly heated:  hot on the edges and not hot in the middle.  

Borderline 3 stars (I'd do 2.5 or 2.75 if I could, but I can't, and 2 seems a bit low despite the unevenly heated egg.)  I wouldn't mind coming back here and give it another shot before passing full judgement.",3
fZD9n49Eke4ngdsC6ZHIuw,_qgqa4X1OiMLqub1hHaMjg,4.0,2019-06-23 18:51:59,"It's really 3-3.5 rate for food for lunch in what I had.  Just thought the staff's friendliness and they gave me a warm cinnamon donut on the house, the donut was quite good for what it is.  So have it 4 stars 

I had their known breakfast sandwich.  It was ok.   The house made English muffin was the best part 

I also had a chipotle chicken sandwich.  A solid B- sandwich.   The potatoes were really good!  

I  would definitely like to check out dinner some time! 

PS: it does get a little frustrating when I can go to Panera and really enjoy a half sandwich and a half salad just as much or if not more!    I come to these places hoping for greatness.  This was good though!",1
zspXgZXqU_dC2pB780lDbg,_qgqa4X1OiMLqub1hHaMjg,2.0,2019-10-05 12:22:22,"Last night we dined here as a group of four. We chose the chef tasting menu after the waitress heavily suggested it was the best option. Halfway through our main entree, another waitress told us our table was needed for another reservation so we needed to finish quickly or box up our meal. We were still waiting for dessert, had another bottle of wine to drink, and were never offered coffee. The food was okay. For an Italian restaurant we weren't impressed with the pasta. Incredibly disappointed in the service.",1
9jYEACt1rWXLuo3aPRV1TA,_qgqa4X1OiMLqub1hHaMjg,4.0,2019-07-29 21:58:40,"I strolled on in to see the ceremonious pouring of milky lattes and instantly wished I'd waited for my morning joe, but oh well. This stop was during my unofficial ""Philly Breakfast Sandwich Mini Tour"" and so I was mainly in hot pursuit of Res Ipsa's lauded breakfast sandwich anyway. The tour was mini because I only went to like a handful of different places before getting back to açaí bowls, but I digress. 

So anyway, about that breakfast sandwich. The egg frittata was spongy but I enjoyed the spring. The salsa verde made the whole shebang pop and added some zest with just enough heat to make your lips tingle. Got another kick of spice from the sausage patty, too. The sautéed spinach toned it down a bit, while the asiago lent a cheesy breezy sharpness. A lot going on in this little vehicle, but it was a well-composed sandwich, and the elements complemented each other. More green than your average meat, egg, and cheese, but it was a welcome change. The homemade English muffin kinda took it to the next level for me.

I could've easily downed two of these bad babies. Since I liked what I had lots, I'll probably be back soon to commit an act of bad breakfast behavior. That'll undoubtedly include two breakfast sandwiches, a latte, and those supposedly stellar crispy potatoes even though white potatoes normally put me tf to sleep. Zzzzz",1
NEktWRHiQVZ39_3xXIZAeQ,_qgqa4X1OiMLqub1hHaMjg,4.0,2019-06-23 22:17:22,"Yep. I get the hype. I've stopped by for their Reanimator coffee on a number of occasions, but only recently took the leap to try their lunch menu. 

I ordered the fried green tomato sandwich, which was served with pickled onion, tomato jam, greens, and a side of potatoes. Everything was seasoned to perfection. My only gripe was that the buns were almost uncomfortably thick. I ended up eating the sandwich open-faced, which was obviously still delicious. I shared the roasted potatoes with my dining partner and we both enjoyed the kick provided by the salsa verde sauce. To be honest, these were probably the best roasted potatoes I've tried to date.

If you're like me, you'll enjoy Res Ipsa's minimalist decor, location proximate to the Schuylkill River, and unique food options. 

Next step: Pack a bottle of red and show up for dinner!",0
JdtLVqKzs8tBQtOje8fLAg,_qgqa4X1OiMLqub1hHaMjg,5.0,2019-03-12 19:32:43,"My girlfriend and I went to Res Ipsa for dinner during our second night in Philly.  Not only did our waiter Noah welcome us with excellent service, but he also gave us a list of great food and drink spots around the city.  What a welcoming start to our week in Philadelphia.  The chef, Michael, also told us many other restaurants whom were familiar with him that we could go to.  All-in-all, this food was amazing.  We started with the grilled broccoli, and we embarrassingly scarfed it down while waiting for our entrees.  I got a spaghetti dish with clams and my girlfriend decided on the orecchiette with mushrooms. Both dishes were fantastic, and we were brought another smaller dish to try (can't remember the name, but holy shit it was the best pasta I have ever eaten).  We got both desserts because we felt so much trust in the chef.  The chocolate mousse outshined it all with a crispy and delightful coconut top.  The blood orange cake was great as well, but I could not stop tasting the mousse.  I would have done the chefs tasting menu if I could do it again.  Not because I was unsatisfied, but because I know how wonderful it would have been!  I loved the small menu size that allows the chefs creativity to show, and the music variety was hip and fitting.  The music was a bit loud, but Noah, Mary, and Michael made the experience unforgettable.  We will be returning next time we come to Philly.",0
bjH-8I4fcKMRzeZ-wxhrjQ,_qgqa4X1OiMLqub1hHaMjg,5.0,2019-06-14 13:40:12,Just walked in for first time with GF for breakfast. She had Italian and I had sandwich. Excellent food. Friendly people. We will be back,0
